,BELGIUM,sys_par_name,sys_reserved,sys_first_sys,BE_2005,BE_2006,BE_2007,BE_2008,BE_2009,sys_end_sys,
,,sys_first_par,,,BEN: child benefit,,,,,
,,comp1_perElig,32,,$CB_BaseAmtSelfCh1,$CB_BaseAmtSelfCh1,$CB_BaseAmtSelfCh1,$CB_BaseAmtSelfCh1,$CB_BaseAmtSelfCh1,
,,comp2_cond,33,,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,
,,#2_N,34,,2,2,2,2,2,
,,#2_M,35,,2,2,2,2,2,
,,comp2_perElig,36,,$CB_BaseAmtSelfCh2,$CB_BaseAmtSelfCh2,$CB_BaseAmtSelfCh2,$CB_BaseAmtSelfCh2,$CB_BaseAmtSelfCh2,
,,comp3_cond,37,,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,
,,#3_N,38,,3,3,3,3,3,
,,#3_M,39,,99,99,99,99,99,
,,comp3_perElig,40,,$CB_BaseAmtSelfCh3,$CB_BaseAmtSelfCh3,$CB_BaseAmtSelfCh3,$CB_BaseAmtSelfCh3,$CB_BaseAmtSelfCh3,
,,output_add_var,41,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,42,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_Elig,43,,on,on,on,on,on,
,,elig_cond,44,,({yse=0} | {yem>0}) & {IsHead}#1,({yse=0} | {yem>0}) & {IsHead}#1,({yse=0} | {yem>0}) & {IsHead}#1,({yse=0} | {yem>0}) & {IsHead}#1,({yse=0} | {yem>0}) & {IsHead}#1,
,,#1_level,45,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,TAX_UNIT,46,,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,
,,func_BenCalc,47,,on,on,on,on,on,
,,who_must_be_elig,48,,one,one,one,one,one,
,,comp1_cond,49,,{IsNtoMchild}#1 & {dag>=6} & {dag<=11},{IsNtoMchild}#1 & {dag>=6} & {dag<=11},{IsNtoMchild}#1 & {dag>=6} & {dag<=11},{IsNtoMchild}#1 & {dag>=6} & {dag<=11},{IsNtoMchild}#1 & {dag>=6} & {dag<=11},
,,comp1_perElig,50,,$CB_SuppCh1Age6to11,$CB_SuppCh1Age6to11,$CB_SuppCh1Age6to11,$CB_SuppCh1Age6to11,$CB_SuppCh1Age6to11,
,,comp2_cond,51,,{IsNtoMchild}#1 & {dag>=12} & {dag<=14},{IsNtoMchild}#1 & {dag>=12} & {dag<=15},{IsNtoMchild}#1 & {dag>=12} & {dag<=16},{IsNtoMchild}#1 & {dag>=12} & {dag<=17},{IsNtoMchild}#1 & {dag>=12} & {dag<=17},
,,comp2_perElig,52,,$CB_SuppCh1Age12to17a,$CB_SuppCh1Age12to17a,$CB_SuppCh1Age12to17a,$CB_SuppCh1Age12to17a,$CB_SuppCh1Age12to17a,
,,comp3_cond,53,,{IsNtoMchild}#1 & {dag>=15} & {dag<=17},{IsNtoMchild}#1 & {dag>=16} & {dag<=17},{IsNtoMchild}#1 & {dag=17},{IsNtoMchild}#1 & {dag=17},{IsNtoMchild}#1 & {dag=18},
,,comp3_perElig,54,,$CB_SuppCh1Age12to17b,$CB_SuppCh1Age12to17b,$CB_SuppCh1Age12to17b,$CB_SuppCh1Age12to17b,$CB_SuppCh1Age18to25a,
,,comp4_cond,55,,{IsNtoMchild}#1 & {dag>=18} & {dag<=20},{IsNtoMchild}#1 & {dag>=18} & {dag<=21},{IsNtoMchild}#1 & {dag>=18} & {dag<=22},{IsNtoMchild}#1 & {dag>=18} & {dag<=23},{IsNtoMchild}#1 & {dag>=19} & {dag<=24},
,,comp4_perElig,56,,$CB_SuppCh1Age18to25b,$CB_SuppCh1Age18to25b,$CB_SuppCh1Age18to25b,$CB_SuppCh1Age18to25b,$CB_SuppCh1Age18to25b,
,,comp5_cond,57,,{IsNtoMchild}#1 & {dag>=21} & {dag<=25},{IsNtoMchild}#1 & {dag>=22} & {dag<=25},{IsNtoMchild}#1 & {dag>=23} & {dag<=25},{IsNtoMchild}#1 & {dag>=24} & {dag<=25},{IsNtoMchild}#1 & {dag=25},
,,comp5_perElig,58,,$CB_SuppCh1Age18to25c,$CB_SuppCh1Age18to25c,$CB_SuppCh1Age18to25c,$CB_SuppCh1Age18to25c,$CB_SuppCh1Age18to25c,
,,#1_N,59,,1,1,1,1,1,
,,#1_M,60,,1,1,1,1,1,
,,comp6_cond,61,,{IsNtoMchild}#2 & {dag>=6} & {dag<=11},{IsNtoMchild}#2 & {dag>=6} & {dag<=11},{IsNtoMchild}#2 & {dag>=6} & {dag<=11},{IsNtoMchild}#2 & {dag>=6} & {dag<=11},{IsNtoMchild}#2 & {dag>=6} & {dag<=11},
,,comp6_perElig,62,,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,
,,comp7_cond,63,,{IsNtoMchild}#2 & {dag>=12} & {dag<=17},{IsNtoMchild}#2 & {dag>=12} & {dag<=17},{IsNtoMchild}#2 & {dag>=12} & {dag<=17},{IsNtoMchild}#2 & {dag>=12} & {dag<=17},{IsNtoMchild}#2 & {dag>=12} & {dag<=17},
,,comp7_perElig,64,,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,
,,comp8_cond,65,,{IsNtoMchild}#2 & {dag>=18} & {dag<=25},{IsNtoMchild}#2 & {dag>=18} & {dag<=25},{IsNtoMchild}#2 & {dag>=18} & {dag<=25},{IsNtoMchild}#2 & {dag>=18} & {dag<=25},{IsNtoMchild}#2 & {dag>=18} & {dag<=25},
,,comp8_perElig,66,,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,
,,#2_N,67,,2,2,2,2,2,
,,#2_M,68,,99,99,99,99,99,
,,output_add_var,69,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,70,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_Elig,71,,on,on,on,on,on,
,,elig_cond,72,,{HasMinValInTu}#1,{HasMinValInTu}#1,{HasMinValInTu}#1,{HasMinValInTu}#1,{HasMinValInTu}#1,
,,#1_val,73,,dag,dag,dag,dag,dag,
,,#1_unique,74,,yes,yes,yes,yes,yes,
,,#1_level,75,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,output_var,76,,sin01_s,sin01_s,sin01_s,sin01_s,sin01_s,
,,TAX_UNIT,77,,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,
,,func_Elig,78,,on,on,on,on,on,
,,elig_cond,79,,({yse>0} & {yem<=0}) & {IsHead}#1 & {nDepChildrenInTu#1>=2},({yse>0} & {yem<=0}) & {IsHead}#1 & {nDepChildrenInTu#1>=2},({yse>0} & {yem<=0}) & {IsHead}#1 & {nDepChildrenInTu#1>=2},({yse>0} & {yem<=0}) & {IsHead}#1 & {nDepChildrenInTu#1>=2},({yse>0} & {yem<=0}) & {IsHead}#1 & {nDepChildrenInTu#1>=2},
,,#1_level,80,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,TAX_UNIT,81,,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,
,,func_BenCalc,82,,on,on,on,on,on,
,,who_must_be_elig,83,,one,one,one,one,one,
,,comp1_cond,84,,{IsNtoMchild}#1 & {dag>=6} & {dag<=11} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=6} & {dag<=11} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=6} & {dag<=11} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=6} & {dag<=11} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=6} & {dag<=11} & !{sin01_s=1}#2,
,,comp1_perElig,85,,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,$CB_SuppCh2Age6to11,
,,comp2_cond,86,,{IsNtoMchild}#1 & {dag>=12} & {dag<=17} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=12} & {dag<=17} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=12} & {dag<=17} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=12} & {dag<=17} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=12} & {dag<=17} & !{sin01_s=1}#2,
,,comp2_perElig,87,,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,$CB_SuppCh2Age12to17,
,,comp3_cond,88,,{IsNtoMchild}#1 & {dag>=18} & {dag<=25} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=18} & {dag<=25} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=18} & {dag<=25} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=18} & {dag<=25} & !{sin01_s=1}#2,{IsNtoMchild}#1 & {dag>=18} & {dag<=25} & !{sin01_s=1}#2,
,,comp3_perElig,89,,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,$CB_SuppCh2Age18to25,
,,#1_N,90,,2,2,2,2,2,
,,#1_M,91,,99,99,99,99,99,
,,#2_level,92,,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,
,,output_add_var,93,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,94,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_Elig,95,,on,on,on,on,on,
,,elig_cond,96,,{IsHead}#1 & {il_repY>0} & (({il_earnedY<=$CB_SocSuppMTLP} & {IsLoneParentOfDepChild}#1) | ({il_earnedY#2<=$CB_SocSuppMTHH} & !{IsLoneParentOfDepChild}#1)),{IsHead}#1 & {il_repY>0} & (({il_earnedY<=$CB_SocSuppMTLP} & {IsLoneParentOfDepChild}#1) | ({il_earnedY#2<=$CB_SocSuppMTHH} & !{IsLoneParentOfDepChild}#1)),{IsHead}#1 & {il_repY>0} & (({il_earnedY<=$CB_SocSuppMTLP} & {IsLoneParentOfDepChild}#1) | ({il_earnedY#2<=$CB_SocSuppMTHH} & !{IsLoneParentOfDepChild}#1)),{IsHead}#1 & {il_repY>0} & (({il_earnedY<=$CB_SocSuppMTLP} & {IsLoneParentOfDepChild}#1) | ({il_earnedY#2<=$CB_SocSuppMTHH} & !{IsLoneParentOfDepChild}#1)),{IsHead}#1 & {il_repY>0} & (({il_earnedY<=$CB_SocSuppMTLP} & {IsLoneParentOfDepChild}#1) | ({il_earnedY#2<=$CB_SocSuppMTHH} & !{IsLoneParentOfDepChild}#1)),
,,#1_level,99,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,#2_level,100,,tu_oa_be,tu_oa_be,tu_oa_be,tu_oa_be,tu_oa_be,
,,TAX_UNIT,101,,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,tu_individual_be,
,,func_BenCalc,102,,on,on,on,on,on,
,,who_must_be_elig,103,,one,one,one,one,one,
,,comp1_cond,104,,{IsNtoMchild}#1,{IsNtoMchild}#1,{IsNtoMchild}#1,{IsNtoMchild}#1,{IsNtoMchild}#1,
,,#1_N,105,,1,1,1,1,1,
,,#1_M,106,,1,1,1,1,1,
,,comp1_perElig,107,,$CB_SocSuppCh1,$CB_SocSuppCh1,$CB_SocSuppCh1,$CB_SocSuppCh1,$CB_SocSuppCh1,
,,comp2_cond,108,,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,{IsNtoMchild}#2,
,,#2_N,109,,2,2,2,2,2,
,,#2_M,110,,2,2,2,2,2,
,,comp2_perElig,111,,$CB_SocSuppCh2,$CB_SocSuppCh2,$CB_SocSuppCh2,$CB_SocSuppCh2,$CB_SocSuppCh2,
,,comp3_cond,112,,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,{IsNtoMchild}#3,
,,#3_N,113,,3,3,3,3,3,
,,#3_M,114,,99,99,99,99,99,
,,comp3_perElig,115,,$CB_SocSuppCh3,$CB_SocSuppCh3,$CB_SocSuppCh3,$CB_SocSuppCh3,$CB_SocSuppCh3,
,,output_add_var,116,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,117,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_BenCalc,118,,on,on,on,on,on,
,,who_must_be_elig,119,,one,one,one,one,one,
,,comp1_cond,120,,{IsParentOfDepChild} & {IsHead} & {ddi > 0},{IsParentOfDepChild} & {IsHead} & {ddi > 0},{IsParentOfDepChild} & {IsHead} & {ddi > 0},{IsParentOfDepChild} & {IsHead} & {ddi > 0},{IsParentOfDepChild} & {IsHead} & {ddi > 0},
,,comp1_perTu,121,,$CB_SocSuppDisab,$CB_SocSuppDisab,$CB_SocSuppDisab,$CB_SocSuppDisab,$CB_SocSuppDisab,
,,output_add_var,122,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,123,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_BenCalc,124,,off,on,on,on,on,
,,comp1_cond,125,,n/a,{IsDepChild} & {dag>=6} & {dag<=11},{IsDepChild} & {dag>=6} & {dag<=11},{IsDepChild} & {dag>=6} & {dag<=11},{IsDepChild} & {dag>=6} & {dag<=11},
,,comp1_perElig,126,,n/a,$CB_SchoolAge6to11,$CB_SchoolAge6to11,$CB_SchoolAge6to11,$CB_SchoolAge6to11,
,,comp2_cond,127,,n/a,{IsDepChild} & {dag>=12} & {dag<=17},{IsDepChild} & {dag>=12} & {dag<=17},{IsDepChild} & {dag>=12} & {dag<=17},{IsDepChild} & {dag>=12} & {dag<=17},
,,comp2_perElig,128,,n/a,$CB_SchoolAge12to17,$CB_SchoolAge12to17,$CB_SchoolAge12to17,$CB_SchoolAge12to17,
,,comp3_cond,129,,n/a,{IsDepChild} & {dag>=18} & {dag<=25},{IsDepChild} & {dag>=18} & {dag<=25},{IsDepChild} & {dag>=18} & {dag<=25},{IsDepChild} & {dag>=18} & {dag<=25},
,,comp3_perElig,130,,n/a,$CB_SchoolAge18to25,$CB_SchoolAge18to25,$CB_SchoolAge18to25,$CB_SchoolAge18to25,
,,comp4_cond,131,,n/a,{IsDepChild} & {dag<6},{IsDepChild} & {dag<6},{IsDepChild} & {dag<6},{IsDepChild} & {dag<6},
,,comp4_perElig,132,,n/a,$CB_SchoolAge0to5,$CB_SchoolAge0to5,$CB_SchoolAge0to5,$CB_SchoolAge0to5,
,,output_add_var,133,,n/a,bch_s,bch_s,bch_s,bch_s,
,,TAX_UNIT,134,,n/a,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_Elig,135,,off,off,on,on,on,
,,elig_cond,136,,n/a,n/a,{IsHead} & {IsLoneParentOfDepChild} & {il_earnedY<=$CB_SocSuppMTLP},{IsHead} & {IsLoneParentOfDepChild} & {il_earnedY<=$CB_SocSuppMTLP},{IsHead} & {IsLoneParentOfDepChild} & {il_earnedY<=$CB_SocSuppMTLP},
,,TAX_UNIT,138,,n/a,n/a,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_BenCalc,139,,off,off,on,on,on,
,,who_must_be_elig,140,,n/a,n/a,one,one,one,
,,comp1_cond,141,,n/a,n/a,{IsDepChild} & {IsNtoMChild}#1,{IsDepChild} & {IsNtoMChild}#1,{IsDepChild} & {IsNtoMChild}#1,
,,#1_N,142,,n/a,n/a,1,1,3,
,,#1_M,143,,n/a,n/a,99,99,99,
,,comp1_perElig,144,,n/a,n/a,$CB_GenSuppLP,$CB_GenSuppLP,$CB_GenSuppLP,
,,output_add_var,145,,n/a,n/a,bch_s,bch_s,bch_s,
,,TAX_UNIT,146,,n/a,n/a,tu_cb_be,tu_cb_be,tu_cb_be,
,,func_Allocate,147,,on,on,on,on,on,
,,share_var,148,,bch_s,bch_s,bch_s,bch_s,bch_s,
,,share_between,149,,!{IsDepChild} & (({dgn=0} & ({IsPartner} | {IsHead})) | !{IsWithPartner}),!{IsDepChild} & (({dgn=0} & ({IsPartner} | {IsHead})) | !{IsWithPartner}),!{IsDepChild} & (({dgn=0} & ({IsPartner} | {IsHead})) | !{IsWithPartner}),!{IsDepChild} & (({dgn=0} & ({IsPartner} | {IsHead})) | !{IsWithPartner}),!{IsDepChild} & (({dgn=0} & ({IsPartner} | {IsHead})) | !{IsWithPartner}),
,,TAX_UNIT,150,,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,tu_cb_be,
,,output_var,151,,sin15_s,sin15_s,sin15_s,sin15_s,sin15_s,
,,sys_end_par,,,,,,,,
